,WMT,COST,TGT
2025-02-06,0.0037991653427686956,0.007746550256006124,-0.003927595566526776
2025-02-07,-0.016667077607068315,-0.005750643199788463,-0.02503580524987381
2025-02-10,0.01734748069162695,0.017201101469511038,-0.0005333504610742779
2025-02-11,-0.004381969565547372,-0.003377021885064835,0.008872917741478581
2025-02-12,0.01106384652258896,0.0063858847175364275,-0.029596953076405086
2025-02-13,0.013802558149861532,0.01096186721777137,0.008434931951334157
2025-02-14,-0.009660996613159334,-0.004663388029555904,-0.005459012944420749
2025-02-18,-0.0025022095551756607,-0.01486940267993564,0.017287939741240876
2025-02-19,0.002117650156923112,0.006145708699826002,0.004906869174691408
2025-02-20,-0.06751733305003427,-0.02642516869286382,-0.020241703421692847
2025-02-21,-0.02531515192254119,0.00019328580599786704,-0.030588829418099373
2025-02-24,-0.011780510514301845,0.0005506360008453726,0.011998190947496212
2025-02-25,0.04202126883370916,0.01918518196390373,0.012798526234877983
2025-02-26,-0.015369926681994883,-0.022696639175799227,-0.026649177008017055
2025-02-27,0.006114452077444099,-0.009991842855959554,-0.012493082513961973
2025-02-28,0.018628919637512453,0.02598759534326156,0.014104175240785999
2025-03-03,-0.010397584671863136,-0.0016797145417006831,-0.028410062124817337
2025-03-04,-0.027213970445965963,-0.00957913995992854,-0.03043531781242681
2025-03-05,0.01057879509581472,0.010438535763863221,-0.004963670614829496
2025-03-06,-0.014059628082502051,-0.020373194014903895,-0.021769148107452452
2025-03-07,-0.0313397399671862,-0.06261426831233496,0.008990487170578376
2025-03-10,-0.04345116520048187,-0.031497500205360573,-0.01074565218126633
2025-03-11,-0.004336448192517217,-0.00420408502395464,-0.00962014319596971
2025-03-12,-0.025951464429224025,-0.003671412784900241,-0.04981943385418752
2025-03-13,-0.008249922747864957,-0.04012199090087165,-0.0262551579302146
2025-03-14,0.010008840163523658,0.014822973910954218,0.0019119806326282074
2025-03-17,0.024421171915768092,0.013941274382605506,0.009221970532928836
2025-03-18,-0.02161303594264652,-0.020456352012731216,-0.010273107462953845
2025-03-19,0.008608752504204453,0.0066588714572786145,0.0033408491725355205
2025-03-20,-0.0060417160048249485,-0.009614007264943325,-0.007076687333384513
2025-03-21,0.004721551218849207,0.015360464234844606,-0.0013444271568223698
2025-03-24,0.01740976606156419,0.018286310690300844,0.04039901987325667
2025-03-25,-0.03170070455782348,0.004546781331721483,-0.02760402810564777
2025-03-26,0.005295061658952882,-0.0005484072669545981,0.006525079064177319
2025-03-27,0.004916846852604628,0.009633363560293873,0.003951173822528631
2025-03-28,-0.005621231212970201,-0.009730199685530572,-0.02721907773097687
2025-03-31,0.030533181708046975,0.017191096313880827,0.0068266141065418395
2025-04-01,0.011776812331222075,0.009072874633567984,0.000670582775006423
2025-04-02,0.010414960259069517,0.011128120683706832,0.012749871283737946
2025-04-03,-0.02824719286558075,0.0020701644641949457,-0.11499784062647667
2025-04-04,-0.04776508352024589,-0.053740904458837946,0.015158244593853176
2025-04-07,0.007663813206585601,-0.009152730955305444,-0.01409825653638297
2025-04-08,-0.024635914694941974,0.000682453984119924,-0.061392873409229054
2025-04-09,0.09120027209359804,0.060254935701888,0.09586309868548959
2025-04-10,0.011209204420316254,-0.0009120947899674547,-0.05232296305753881
2025-04-11,0.023882136042094437,-0.0009338561070952878,0.0007547317360305783
2025-04-14,0.020584118956648467,0.016379454730850895,0.019954849873876412
2025-04-15,-0.008055166095287447,-0.002453706659298227,-0.027528180660342016
2025-04-16,-0.030030317834605746,-0.009430943712008144,-0.017749995565711885
2025-04-17,0.02201697555888682,0.02726633032776249,0.028873949524441223
2025-04-21,-0.00872705595508716,-0.03763243814479367,0.0071699455423690495
